state,county,latitude,longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
TN,COCKE,36.04,83.18,0.43,1,1.29,4.57,11.29,14.57,16.86,17.71,20,20,20.29,21.29,25.86,29.43,50.43,95.14,143.29,210.57,290.29,389.43,466.57,545.14,599.86,638.57,665.57,709,730.43,749.86,788,853.86,910,1053.29,1187.14,1289.43,1425.86,1528.71,1633.57,1790.86,2059,2430.57,2704.86,2977.71,3248.86,3425,3567.14,3684.71,3765,3875.86,3946.29,3981.14,4045.57,4146,4252.14,-1,-1
TN,COFFEE,35.64,86.2,0.14,2.57,9,15.71,25.57,36,47.71,57.29,63.43,68.86,77.29,88.71,97.29,101.57,112.86,133.14,168.43,237.86,355.57,477.43,580,656.14,733,790.29,874.57,1025.86,1179.29,1314.14,1487.29,1654.71,1813.57,1984.86,2129.86,2300.14,2516.86,2729.57,3042.14,3451.57,4114.71,4620.43,4909.14,5249.43,5505.14,5706.43,5836.57,5969.57,6075,6201.43,6278.29,6386.86,6484.57,6572.57,6648.29,-1,-1
TN,CROCKETT,35.78,89.11,3.71,6.57,7.57,9.71,13.29,15,16,16,18,25,29,37.57,59.14,99.71,153.14,223.71,266.86,302.86,353.43,398.57,425.86,465.86,505.71,541.57,582.57,657.86,752.57,853.71,935.29,1010.43,1054.57,1105.57,1157.43,1215.29,1332.71,1486.86,1580.57,1678.14,1767.14,1802.43,1833.14,1859.43,1886.14,1938,1963,1971.43,1974.57,1976,1975.86,-1,-1,-1,-1,-1,-1
TN,CUMBERLAND,35.9,84.88,0.29,6.29,19.71,37.29,55.29,64.14,75.71,84.43,88.29,100.86,111.43,121.57,129.57,139,156.71,176.71,205.71,245.71,291.14,361.71,422.43,528.29,665,776.57,938.57,1031.29,1122.43,1189.43,1251,1366.71,1451.86,1571.43,1683.71,1831.29,2082.86,2323.57,2527.29,2766.57,3107.14,3650.71,4104.71,4492.86,4967.86,5286.86,5500.57,5621.86,5710.29,5917.29,6036.29,6090.43,6128.43,6182.43,6240.57,6302.71,-1
TN,DAVIDSON,36.04,86.64,239.29,642.86,1113.29,1502.71,1990.43,2634.29,3337.57,3851.57,4427.86,5033.71,5704.57,6506.57,7450.43,8521.71,10280,12948.14,15721.86,18440.43,20618.57,22089.71,23467.57,24669.71,25500.86,26132.71,26854.86,27560.71,28291.29,28967.71,29742.29,30873.71,32292.71,34150.14,35715.57,38285,41444.29,43768.14,47476.29,51752.71,57795.86,64000.71,68046,72924,77452.43,80716,83195.14,85145,86887.29,88209.57,89125.71,90060,91086.86,92235.86,93365.71,-1,-1
TN,DE KALB,36.07,86.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TN,DECATUR,35.44,88.1,0.57,3.29,4.57,4,4,4.43,5,5,5.14,11,14.43,16.14,20.57,24.71,42.71,74.57,125.43,178.14,223,251.29,281.71,317,370.57,426.57,493.86,540.43,573.86,599.86,638.43,673.43,700.29,762,852.14,927.14,970.86,1015.14,1120.71,1274.29,1328.43,1396.14,1446.71,1480,1495.29,1513,1521.86,1530.29,1531.86,1539.14,1544.14,1550.29,1556.57,-1,-1,-1,-1
TN,DICKSON,36.05,87.31,3,14,24.57,32.57,46.86,68.29,80.86,86.57,92.71,104.29,112.86,125.57,136.43,147.71,170.14,217.29,284.57,385.71,500.29,604,700,785.43,855.29,919.57,1034.57,1128.14,1200.86,1277.71,1354.86,1443.29,1554.71,1702,1847.14,2080.57,2403.43,2701.71,2970.57,3203,3688,4196.57,4520.14,4826.86,5139.43,5380.14,5589.57,5779,5899.71,6026.86,6112.29,6217.86,6312,6368,6431.57,-1,-1
TN,DYER,36.15,89.49,0.57,2.86,6.86,17.14,25.86,30.86,36.43,40.86,44.14,46.86,50.57,61.57,86.86,145.71,192.86,244.43,288.43,356.29,423.14,522.86,628.57,721.86,826.29,938,1034.14,1115.71,1246.57,1366,1500.71,1703.43,1937,2184,2383.43,2566.43,2800.71,3026.14,3199.14,3370.43,3609.29,3899.86,4094.86,4316.14,4529.86,4710,4845,4952.71,5041.57,5150.29,5215.14,5230.57,5247.71,5269.57,5289.71,5305.14,-1
TN,FAYETTE,35.36,89.57,4.14,15,25.29,41.14,48.71,56.43,73.43,85.57,99,111,134.86,163.86,188,227.14,295.43,348,421.86,504.14,585,659.14,728.14,790.29,854.86,944.57,1021.57,1095.14,1171.86,1240.71,1336.86,1449,1614.29,1750.86,1829.57,1941.29,2066.71,2191.71,2370.57,2559.29,2845.57,3118.14,3342.86,3638.43,3863.14,4056.57,4201.43,4298.57,4490,4618.86,4646.86,4679.29,4710,4745.43,4774.43,-1,-1
TN,FENTRESS,36.38,84.88,0.71,1.86,2.86,4,4,4.71,6,7.71,11.14,12,12.71,14.57,15,17.86,24,31.43,44,59.43,77.14,97.86,129.14,166.57,239,304,362.43,451.86,555.71,682.43,786.71,859.86,927.71,974.14,1029,1101.71,1173,1248.71,1347.14,1528.29,1742.57,1855.14,1976.29,2069.14,2136.43,2182,2209.71,2231.14,2267.71,2282.29,2293,2305.29,2320.14,2336.14,-1,-1,-1
TN,FRANKLIN,35.12,86.18,0.43,4.57,12.71,20.71,25.29,30,36,39.71,42.71,46.14,52.43,54.29,61.14,66.86,73.29,87.71,117,154.14,200.71,274.86,326.14,375.14,421.14,492,618,750.86,892.29,980.71,1041,1121.29,1198,1285.86,1368.86,1483.14,1683.43,1896.29,2125.29,2363.86,2697.43,3095.43,3386.29,3652.29,3896.57,4089,4239.43,4359.29,4472.86,4603.29,4675.86,4725.29,4773.86,4835.86,4905.29,-1,-1
TN,GIBSON,36.19,89.01,0.14,2.57,8,16.86,26.71,35,46.29,52.86,57.57,59.71,61.86,63,66.43,73,86.29,117.57,166.43,271.86,369.86,521.57,665,784.71,934.14,1062.14,1166.86,1302.14,1463.86,1635.86,1786,1913.57,2006.86,2115.14,2230.71,2359.14,2587.14,2887.71,3167.57,3455.14,3853.57,4344.57,4749.86,5067.86,5349.57,5568.43,5718.29,5837.57,5948.57,6040.29,6144.86,6177.29,6198.43,6216.57,6245.57,6267,-1
TN,GILES,34.99,86.84,2.29,3,4,5.71,7,8.57,9,11.71,12,13.14,19.43,23.14,37.29,52,77.29,144.14,224.57,301,360.71,393.57,420.71,433.29,454.71,495.14,535.86,578.71,653.57,748.57,832.43,913.29,998.14,1067,1176.29,1295.43,1394.29,1547.43,1713.71,2004.43,2389.86,2622.14,2918.14,3130.71,3260.71,3369.71,3441.14,3527.29,3666.29,3709.57,3745.43,3770.43,3797.57,3828.14,-1,-1,-1
TN,GRAINGER,36.34,83.28,1.71,3.29,4,4,5.29,6.29,6,6,6.29,11.71,16.57,22.14,25.71,36.14,48.43,63.71,89.14,137.14,182.29,207.71,233.43,257.14,282.29,301,327.86,360.57,400.86,446.57,493.71,551.71,628.71,696.86,768.29,838.57,945.29,1076.29,1213.29,1445.86,1649.57,1762,1901.14,2017,2114.43,2190.43,2246,2299,2371.71,2409.71,2437,2459,2478.71,2500.71,-1,-1,-1
TN,GREENE,36.21,82.74,3.14,11.43,18,26.86,33.86,41.86,43.14,45.43,46,47.43,50.71,52,54,57.29,79,110.71,160,219.86,289.71,376.86,498.57,612.43,732,832.71,931,1002.86,1103.71,1166.86,1228.86,1355.57,1530.57,1775.43,2022.57,2256.71,2551.43,2838.14,3205.86,3573.71,4189.57,4924.71,5364.71,5845.29,6326.71,6594.86,6771.14,6900,7045,7186,7247.14,7289.57,7325.86,7370.71,7424.43,-1,-1
TN,GRUNDY,35.42,85.72,0.29,2.57,12.86,21,25.29,27.86,28,30,30.29,31.43,31.29,31.86,34,46,58.57,61,66,72.29,83.29,99.57,114.29,129.57,140.86,149.29,156.29,180.57,238,300.86,375.14,438.71,505.43,563,607.29,640.57,689.86,732.57,782.29,840.71,943.14,1068.86,1156.71,1240.43,1346.43,1389.86,1432.57,1474.29,1520.14,1595.57,1649.29,1682.29,1704.86,1715.14,1727.29,-1,-1
TN,HAMBLEN,36.15,83.2,0.29,2,3.29,4.29,7.14,14.14,18.43,20.86,24.43,24.86,32.57,45.71,69.86,102,169.71,299,442,599.14,834.86,1160.57,1358.57,1466.43,1551.43,1630,1677.29,1737.14,1814.14,1898.86,1998,2144.86,2281.43,2412.57,2557.43,2688,2921.29,3185.43,3433.71,3773,4261.43,4960.57,5488.86,5934.43,6428.86,6837.71,7158.57,7371.29,7549.71,7688.57,7879.14,7983.57,8072,8143.57,8239.71,8316.29,-1
TN,HAMILTON,35.01,85,17.71,53.14,93.86,110.71,126.71,153.14,200.57,288.86,454.14,800.57,1241.57,1625.14,1992.57,2271.29,2623.43,3090.57,3802.29,4548.14,5319.57,5817.29,6418,7101.57,7685.57,8194.71,8637.29,9008.71,9406.43,9828.86,10330.57,10905.71,11513.71,12316.71,13088.43,14211.86,15641.14,17033.86,19031.71,21397.43,23941.14,26343,28787.29,31948,34931.43,36405.29,37490.29,38375.14,39106.43,39672.86,40301.43,40784.86,41244.43,41723.86,42190.29,-1,-1
TN,HANCOCK,36.57,83.04,0.57,1,1,1.29,1.14,3,3,7.71,15.86,36.29,66.71,75.57,81.29,85,88.71,93.29,100.43,104.43,106.29,108.14,110.43,111.14,112.71,121.86,127.71,127.43,134,148.57,184.57,225,261.86,295.29,320.43,351.57,385.86,407.14,425.43,442.43,466.14,487.14,492,496,503,512.57,518.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TN,HARDEMAN,35.26,88.99,0.43,4.57,6.57,7,9.43,15.43,81,179.14,186,194,205.57,215.14,242,271.14,323.71,397.86,511.86,632.71,763.86,878.71,1011.86,1143.86,1215.29,1269.43,1400.57,1505,1560.14,1606.29,1668.86,1745.71,1848.71,1940.71,2018.43,2095.57,2175,2238,2312.71,2448.43,2621.57,2760,2846.43,2969.43,3062,3133.86,3196.29,3244,3287.57,3370,3379.14,3390.14,3402.57,3410.71,3421.57,-1,-1
TN,HARDIN,35.03,88.29,0.86,1.71,2,3.43,4.29,5.29,7.14,8.57,10.29,12.29,21.86,30.57,46.86,79.43,100.86,120.14,168.57,254.71,367.29,438,493.43,562.86,653.71,752.43,841.57,926.43,1004.86,1082.86,1151.57,1248.14,1353.43,1432.71,1481.86,1562.43,1666.57,1748.29,1859.71,2025.86,2270.71,2459.57,2632.14,2814.71,2937.43,3022.29,3087.86,3123.14,3199.14,3283,3301.86,3316,3330.71,3350.14,3391.14,-1,-1
TN,HAWKINS,36.52,82.71,1.14,6.71,19.29,25.86,28.14,29.86,31,31.43,31,31.71,33.86,34,36.86,43.29,53.71,75.86,115.57,169.71,272.29,413.71,519.14,609.71,650.14,682,708,735.57,790.86,847.71,926.86,1030.86,1147.14,1265.71,1365.43,1528.29,1713.29,1882,2128.86,2448.14,2963.71,3358.29,3645,4034.43,4348.43,4530.29,4689.14,4866.14,4994.14,5095.71,5199.86,5270.57,5330.43,5401.14,5493.86,-1,-1
TN,HAYWOOD,35.59,89.25,1.43,4.86,12.43,13.14,18.14,25.29,27,29,29.29,31.57,34.71,37.29,49.14,68,97.57,138.57,194.14,285.57,389,501.29,618.57,698,746.71,810.86,860.57,920.86,992.14,1079.86,1145.71,1190,1294.14,1352.14,1414.29,1499.71,1587.57,1652.29,1742.43,1896.57,2045.29,2137.14,2236.71,2325.57,2397.86,2453.86,2521.14,2551.57,2619.71,2639.86,2647.86,2652.57,2659.43,2663.57,-1,-1,-1
TN,HENDERSON,35.63,88.23,0.29,2,2.86,5.29,7.57,10,11.14,12.14,14.43,15,17.29,19.86,28.43,41.29,65.57,137.71,265.86,402,539.43,656.14,760.57,837.43,935,1017.86,1090.86,1167,1214.57,1281.86,1336.71,1392.86,1446.14,1499.57,1595.29,1734.57,1829.43,1988.14,2221.71,2527.86,2780,2970.86,3169.14,3297.71,3362.71,3419.29,3478.57,3554,3591.86,3614.43,3622.86,3631.86,3645.14,3651.86,-1,-1,-1
TN,HENRY,36.42,88.17,1.71,5.29,7.57,9.86,11.57,13.29,15.43,21.43,29.43,30.71,32.86,35,36.71,41.86,46.14,55.86,72.57,132.14,228.86,297,347.14,416.43,472.86,529.29,564.71,606.71,634.29,669.29,698.71,746.57,813,902.14,1055.86,1268,1448.57,1598.86,1750.86,1976.71,2175.86,2285.57,2392.86,2512.71,2624.86,2706,2764.86,2827,2948.57,2984.86,3008.86,3022.71,3042.57,3059.29,-1,-1,-1
TN,HICKMAN,35.94,87.34,0.43,1.86,2,7.86,42.43,46.29,51.57,52,54.43,58.14,60.29,61.86,65.57,71.86,88.86,116.29,150.43,187.86,235.57,275.71,312.14,344,383.71,421.71,481.29,544.71,606.14,664.43,702.14,741.86,813.14,858.86,925.86,1027.43,1122.29,1223,1341.57,1530.71,1735.43,1874.43,2023,2158,2247.71,2306.71,2357.29,2417,2583.29,2625.43,2655,2686.57,2712.71,2730.57,-1,-1,-1
TN,HOUSTON,36.31,87.7,0.71,1.57,1.71,3,4,4.14,5.29,6,6.29,7.14,8,8.14,9.71,10,10.86,14.71,21.57,28.86,40.29,53.71,58.71,65.57,72.86,92.14,116.29,140.43,182,224.43,296.14,351.71,382.14,415.43,443.86,490.71,536.43,568.71,591,612.86,672.71,737.14,782.29,818.71,899.86,935.43,949.43,960.86,973.43,1007.43,1018.86,1026.86,1037.86,1046.29,1050.86,-1,-1
TN,HUMPHREYS,35.94,87.76,0.29,2.86,4,5.14,8.43,10.71,11.43,12,12.29,13.29,16.14,17.71,18,19.57,27.86,42.57,58.86,71,99,121.71,137.29,150.57,165.86,175,198.86,223.86,253.14,291.14,336.29,391.86,440.29,472.43,516.43,580.57,636.29,708.86,791.43,887.71,1029.29,1125.57,1185.14,1244.71,1314.71,1367.29,1406,1450.29,1479.71,1503,1526.29,1554.57,1576.29,1590.71,1611,-1,-1
TN,JACKSON,36.22,85.66,3,5.57,6.71,6.86,7,9.14,11.29,15.86,17.57,19,19.71,21.43,23.29,28.14,49.29,75,96.14,106.14,124.43,150.57,188.14,214.29,259.57,280.71,303.71,328.14,357.86,386,413.86,452,484.86,526.86,611.86,655.86,691.43,749.71,817.57,881.86,927.43,969.86,1011.29,1037.29,1063.29,1087.29,1124.43,1237.86,1245.57,1251,1257.29,1262.29,1272.86,-1,-1,-1,-1
TN,JEFFERSON,36.02,83.41,0.29,4.57,6.14,13,15.43,17,21.29,26.14,26,26.71,28,28.71,39,55.71,83.29,122.14,168.29,237.71,331.29,464.43,544.14,626.57,683.43,771,867.14,970.57,1040.71,1107,1190.71,1304,1410.86,1518,1616,1702.29,1859,2061.14,2245.43,2499.71,2809.29,3228.71,3618.71,3925.43,4299.14,4649.43,4897.29,5072.71,5205.14,5349.86,5521.29,5614.14,5699.86,5778,5844,5909,-1
TN,JOHNSON,36.31,82,1.57,2,2,2,2.57,4.43,8.71,15,15.14,16.86,21.43,24.71,26.43,34.86,43.43,47.71,52,70.57,172.14,285.86,345.57,388.71,413.86,489.71,573.57,649.57,729,849.57,1041.86,1092.29,1156.43,1230.86,1280.86,1329.86,1375.29,1440.57,1520.29,1614.29,1707.57,1759.57,1829.14,1922.14,2019.57,2055.29,2101.57,2126.86,2132.86,2143.43,2163.86,2175.57,2185.29,2203.29,-1,-1,-1
TN,KNOX,36.12,83.8,2.86,38,106.29,164.86,190.86,208.14,237.29,264.43,307,340,402.29,480.14,569.86,672.29,867.14,1196.29,1618.86,2226.29,3085.57,4003.86,4740.86,5411.43,6005.86,6590,7471.57,8454.57,9368.86,9998.57,10545.43,11277.14,12062.71,12915.86,13768.29,14744.71,16046.57,17629.43,19104.86,21271.86,24228.29,28301.71,31695.86,34425.14,37278.57,39572.86,41230,42623.14,43870.14,45044,45959.71,46730.71,47441.71,48038.86,48513.43,49142.57,-1
TN,LAKE,36.29,89.47,4,25.57,53.43,58.71,295.29,405.14,412.86,711.57,703.57,689.14,690.14,690.71,695.71,698,704.14,729.29,768.43,797.14,809.57,825.86,843.43,852,866.71,917.86,928.86,940.14,954.43,976.71,991.71,1016.29,1079.86,1127.43,1162.71,1196.86,1264.43,1325.71,1365.43,1416.43,1487.57,1531.86,1571.71,1607.57,1653.29,1657.14,1668.43,1674.71,1678.57,1679.71,1681.86,1683,-1,-1,-1,-1,-1
TN,LAUDERDALE,35.83,89.4,1.29,6.71,11.86,16.57,20,25.29,41.43,49.14,55.86,59,60.71,69.86,87.43,130.43,168.29,224.71,288.29,388.71,463.57,539.29,596.71,693.86,742.57,849.29,910.86,963.14,1022.86,1110.86,1228.43,1371.71,1485.14,1559,1742.57,1931.71,2023,2126.43,2233.29,2410.14,2526.86,2631.86,2770.14,2895.29,2962.14,3016.71,3061.71,3074.86,3082,3092.86,3096.29,3102.43,3104.71,3107.71,-1,-1,-1
TN,LAWRENCE,35.32,87.3,1.57,7,13.86,15.57,16.71,17.57,20.71,21.43,24.71,32.29,44.57,69.29,91.43,127.71,182.43,256.29,315,399,494.14,585.14,657.43,714.14,764.14,808.86,886,982.57,1090.86,1176.71,1312.14,1480.29,1664.29,1808.86,2049.71,2331,2535.57,2818.14,3123.71,3605.86,4055.57,4330.57,4649.14,4935.14,5119.86,5264.14,5386.57,5463.43,5515.14,5541.57,5568.57,5588.57,5613.14,5647.71,-1,-1,-1
TN,LEWIS,35.55,87.55,0.71,2,2,2,2,2,2,2,2.14,3,3,4.14,5.29,5,5.86,7.29,12.43,20.57,37.14,60.14,76.14,93,120.43,136,150.14,159.43,180.29,209.29,242.86,290.71,349.57,422.71,511.86,598.29,667.86,720.71,790.43,871.43,984.43,1086,1136.57,1191.14,1247.29,1283.14,1318.14,1362.14,1403,1433,1453.71,1470.71,1479.14,1487,1502.57,-1,-1
TN,LINCOLN,35.31,86.63,0.43,1.29,5.57,8.57,10.14,12.14,15.14,16,17.14,25.29,26.57,32.71,46.14,49.43,54.57,68.43,99.29,143.43,198,253,303.86,349.71,385.14,413,461.57,530,582.71,630.29,672.57,731.29,803.71,906.71,995.71,1125.43,1287.71,1457,1672,1954.29,2452.29,2916.86,3182.86,3424.14,3645.14,3787.86,3881.29,3970.57,4022.57,4071.71,4097.43,4137.57,4170,4190.57,4210,-1,-1
TN,LOUDON,35.65,84.17,0.43,6.43,11.86,15.86,21,25.57,35.57,40.43,61,124.57,142.71,165.57,191.29,228,248.86,280.14,322.14,391.43,506,628.29,725.57,797.57,855.43,935.57,968.14,1025,1097.86,1166.43,1267.57,1403.43,1516.57,1607.29,1708,1807.57,1977,2127.86,2285.43,2507.57,2874.14,3477.57,3953.57,4289.14,4645.86,4893.14,5061.86,5235.29,5401.29,5440,5569.71,5667.14,5737.57,5792.29,5834.86,5877.71,-1
TN,MACON,36.52,86.03,2.57,9.57,23.86,32.86,37.43,47.86,61,83.86,102.14,139.57,177.71,199.86,223.14,324.43,467.43,611.71,706.29,768,830.14,860.86,870.43,879.86,904.43,945.29,977.43,1013.57,1058.29,1103.86,1182.43,1251.57,1333.71,1394.71,1485.57,1619.43,1748.71,1840.43,1962,2128,2373.14,2500,2632.43,2766.43,2872.43,2946.43,3001.57,3067.43,3302.29,3332,3361.57,3380.57,3399,3429,-1,-1,-1
TN,MADISON,35.63,88.82,0.14,3.29,20,57,83.57,103,137.43,150.14,160.43,166.14,174.71,175.86,182.71,192.71,221.86,287.43,360,468,596.86,828.71,1068.57,1309.57,1529.57,1742.86,2016.57,2286,2608.71,2877.86,3139.57,3340.71,3544,3751,3948.71,4205.14,4553.71,5001.29,5333.14,5747.86,6338,7115.57,7660.29,8159,8691.14,9043,9302,9543.14,9721.29,9893.29,9996.14,10081.86,10136.29,10204.29,10296.57,10389.86,-1
TN,MARION,35.01,85.5,2.29,11.29,22,27.14,28,28.57,29,30,34.71,38.14,43.14,47,49,54.71,67.57,87.14,111.71,145.29,190.29,214.14,237.57,277.86,312.57,353.57,413,476.71,517.86,558.71,603.57,651.71,729.57,813.29,875.86,941.14,1007.71,1067.29,1186.57,1364.57,1588.43,1733.29,1862.14,2037.14,2208.57,2323.29,2385.86,2437.71,2679.14,2862.86,2909.14,2949.57,2981.57,3014.29,3039.29,-1,-1
TN,MARSHALL,35.4,86.71,1.29,7.86,10,19.71,22.14,23.57,24.29,26.57,28.86,32.14,37.71,42.57,48.29,69.43,97.57,133.29,170.57,225,269.14,310.14,382.14,481.43,552,601.57,661.14,724.43,783.86,848.14,952.71,1057,1163.43,1248,1372.43,1520.57,1657.57,1812.57,1984.57,2246.86,2582.71,2792.57,3024.86,3260.43,3472.71,3592.86,3695.71,3796.14,3855.29,3880.86,3911.57,3938.29,3963.29,3998.14,-1,-1,-1
TN,MAURY,35.74,86.92,2.14,10.43,22.71,32.29,33.86,38.86,46.14,54.86,64.86,78.29,91.86,116.14,156.86,222,277.71,353.57,472.57,634,863.14,1053.43,1239.14,1410.71,1567.43,1739.86,1869.43,2038.29,2222.57,2387.43,2534.29,2753.71,2987.43,3293.57,3703.29,4223.57,4875.71,5428.71,5986.86,6570.29,7323.71,8278,8949.43,9543.29,10373.14,10920.86,11283.71,11608.29,11893.43,12015.43,12095.29,12200.14,12281.57,12379.57,12510.14,-1,-1
TN,MCMINN,35.45,84.6,0.14,2.71,3,3.71,5.71,16.29,92.14,112.71,122.86,128.57,138,147.43,162.71,171.71,198.29,225.57,268.29,340.71,403.86,462,522.14,588.86,678.43,767.71,841.29,921.71,1023.86,1114,1187.71,1291.86,1424.71,1590.14,1721.14,1842.86,2047.14,2269.14,2470.57,2839.57,3237.43,3768.14,4135,4406.43,4741.57,4998.86,5172.29,5337.14,5473.86,5666.14,5809.57,5895.43,5957,6013,6086.43,6149.71,-1
TN,MCNAIRY,35.05,88.81,1.43,5.71,9,9.57,11,11,11.43,12,12,13.71,23.43,31.71,44.29,58.86,81.29,126.14,176,258.29,330.14,389.29,439,499.71,566.29,646.86,736.43,822.57,919.43,982.57,1040.29,1090.71,1140.29,1185.57,1255.57,1332.71,1377.14,1425.14,1502.43,1645.29,1854.43,2005.86,2154,2283,2408.14,2500.29,2569.43,2588.57,2611.43,2644.14,2677.71,2695.57,2710.71,2724.43,-1,-1,-1
TN,MEIGS,35.52,84.79,0.43,1.43,2.57,3,4.14,7.43,13.86,22,22.43,25.43,26.71,27.71,29.57,31.29,32.14,34.29,41.86,59.29,85.57,99.43,110.29,126,145.29,167,188.57,208.71,222.57,231.29,246.14,266.29,298.57,333.29,355.57,392.29,433.29,468.86,521.29,605.29,759,881,953.43,1023.43,1097.71,1160.43,1202.43,1231.86,1239.43,1243.43,1254.14,1265.71,1275.43,1283.86,1300,-1,-1
TN,MONROE,35.26,84.3,1.71,3.86,6,8.43,10.71,14.57,25.29,31.71,46.57,57.57,64.71,75,89.14,110.43,124.71,140.43,157.29,194.57,272.86,365.86,442.71,520.86,619.43,756.43,872.71,951.14,1001.71,1059.86,1134.86,1208.43,1338.71,1472.86,1562.86,1670.57,1817.29,1988.86,2222.71,2494.29,2897.57,3384.29,3744.86,4026.43,4335.43,4568.14,4720.29,4880.14,5009.71,5142.43,5237.14,5329.14,5406.86,5458.71,5509.43,-1,-1
TN,MONTGOMERY,36.56,87.34,1.29,11,45.86,87.71,112.86,133.86,147,169,204.57,232,266.43,292.57,325.14,369.86,439,542.43,739.14,1086.29,1365.86,1658.86,1894,2108.57,2287.29,2446.14,2576.14,2760.43,2926,3074.14,3231,3469.29,3749.29,4121.14,4447.86,4787.71,5402.43,6023.71,6617.57,7335.71,8334.14,9852.29,10894.71,11813.43,13097.43,14168.43,15037.43,15648,16177,16817.71,17088.86,17331.86,17528.57,17715.71,17962.86,18228.14,-1
TN,MOORE,35.28,86.35,1.57,3,3,3,3,3,3.14,5,5,5,5.71,11.71,19.86,28.86,35.43,42,59,72.43,82.71,91,113.57,125.29,147.29,173,192.86,214.86,236.43,262.71,285.14,302.71,329.29,360,393,426.57,488.43,591.43,654.57,709.71,760.43,793.14,829.14,849,862.57,917.86,931.57,941.71,946.29,950.14,960,976.29,-1,-1,-1,-1,-1
TN,MORGAN,36.03,84.41,1.14,4.71,5,5,6,6,11.71,14.86,17,17.14,18.57,20.57,22.14,23.71,27.86,34.86,44.86,60.86,89,127.29,153.29,187,222.57,268,286.71,307.57,323,344.43,376.86,413,447.43,468.43,512.71,584,676.57,772.43,890.43,1125.29,1356.43,1490.29,1665.57,1805.71,1903.14,1974.86,2027.86,2117.14,2250.14,2283.29,2298.71,2321.71,2340.86,2360.71,-1,-1,-1
TN,OBION,36.33,89.29,0.43,2.14,6.14,8.71,11.71,14.57,15.71,17.71,22.71,30.86,50,58.43,70.29,84.14,110.14,122,164.57,256.14,399,535.86,648.86,735.86,805.14,905.86,973.29,1066.43,1167.14,1297.14,1469.86,1606.29,1743.86,1880.29,2013.43,2212.57,2458,2650.14,2833.43,3065.29,3336,3516.43,3680.57,3872.71,3973.71,4051.29,4120.71,4167.71,4279.71,4348.43,4363,4370.57,4384,4404,4427.57,-1,-1
TN,OVERTON,36.51,85.32,1.43,2.43,4.86,6.86,7.14,8.43,11.14,14.29,19,25.43,33.29,36.57,40,48.86,59.43,70.57,87.86,103.71,126.29,169,248.14,329.43,410.71,500.57,572,658.57,729.43,807.29,937.86,1067.29,1186.14,1266.14,1319,1389.86,1469.14,1533,1587,1689.57,1888.86,2059.43,2201.86,2368.43,2492.43,2581.43,2628.29,2662.86,2766.57,2819.14,2842,2859.71,2882.29,2899.14,2915.29,-1,-1
TN,PERRY,35.61,87.84,1.14,2.14,3,4.86,7.14,9.29,12.57,13,13,15.14,23,24.57,27.71,28.14,31.43,35.29,44.71,53.43,65,76,83.29,92.86,100.86,113.29,124.14,134.86,148.14,153.57,161.14,174.57,241.43,332.57,369.14,402.71,444.43,467.71,503.29,564.86,686,798.71,847.57,886.14,926.86,952.43,968.57,982.57,1002.29,1020.71,1025.86,1033.86,1039.86,1046.57,1051.86,-1,-1
TN,PICKETT,36.57,85.13,0.57,1.43,2.71,3,3.71,4,4.43,6,6,7.43,10.71,18.57,22.57,34.71,39.43,46.43,61.86,78,88.71,97.86,120.43,145.86,201.29,236.14,270.43,290.57,308.43,337.86,363.86,391.29,415.43,452.43,502.14,543.29,584.29,632.29,674.71,691.43,705.14,717.71,743.43,744.14,746.14,747.29,749,751,-1,-1,-1,-1,-1,-1,-1,-1,-1
TN,POLK,35.17,84.65,0.14,2.86,4.71,5.43,7.29,11.14,12,13.29,14.29,16.86,22.29,29.71,34.29,39.43,46.43,57.57,72,110,167.57,208.86,268.86,305.57,329.71,351.86,366.57,377.57,401.57,426,446.43,467.29,517.57,546.57,567.14,601,631,685.71,754.43,890.14,1034.57,1124.86,1235.43,1340.57,1432.71,1505.43,1567.43,1612.29,1671.57,1727.14,1761.29,1801.71,1831.57,1877.71,-1,-1,-1
TN,PUTNAM,36.15,85.5,2,16.43,67.57,85.14,94.43,106.57,133.29,169.86,227.57,354.71,471.14,538.57,591.86,650.29,733.29,866,1017,1183.71,1359.86,1531.43,1733.14,1919.29,2106.14,2325.29,2453,2663.57,2998.71,3290.29,3485,3739,4021.29,4373.43,4637.14,4843.29,5276,5631.29,5897,6252.29,6860.43,7715.14,8354.71,8857.43,9428.86,9847.57,10136.29,10353.14,10546.43,10449.14,10491.71,10580.14,10654.86,10747,10843.14,10933,-1
